-0.33,258.73,10,12
-0.36,248.36,9,11
-0.36,211.95,9,10
-0.36,203.1,9,9
-0.2,196.39,6,8
-0.23,187.35,6,7
-0.2,157.12,5,6
-0.13,142.72,3,5
0,182.78,1,4
0.03,115.54,0,3
0.03,38.64,0,2
0,18.84,0,1
0.03,-19.29,0,0
-0.66,573.09,15,24
-0.56,548.74,14,23
-0.56,485.67,14,22
-0.33,495.83,12,21
-0.3,468.72,11,20
-0.36,415.68,10,19
-0.36,427.77,10,18
-0.23,382.35,8,17
-0.13,358.98,7,16
-0.17,344.32,6,15
-0.17,325.65,6,14
-0.17,312.34,4,13
-0.07,292.92,3,12
0,262.83,0,11
0.06,248.36,0,10
0,227.17,0,9
0.03,196.39,0,8
0.03,178.18,0,7
0.1,147.55,0,6
0.06,115.54,0,5
0.03,107.94,0,4
0.03,57.93,0,3
0.03,41.42,0,2
0.1,27.39,0,1
0.1,4.39,0,0
0.1,-22.3,0,0
-1.29,613.8,27,35
-1.12,600.2,26,34
-1.02,589.5,25,33
-0.97,575.7,24,32
-0.92,566.9,23,31
-0.88,550.1,22,30
-0.79,535.7,21,29
-0.71,519.2,20,28
-0.69,503.6,19,27
-0.65,485,16,26
-0.59,463,15,25
-0.55,441,14,24
-0.46,412,13,23
-0.4,389,12,22
-0.37,377,11,21
-0.3,358,11,20
-0.25,339,10,19
-0.19,314,9,18
-0.18,297,8,17
-0.15,277,6,6
-0.1,259,5,15
-0.06,241,4,14
-0.02,226,1,13
0,207,0,12
0.05,197,0,11
0.1,187,0,10
0.12,163,0,9
0.14,148,0,8
0.18,126,0,7
0.19,107,0,6
0.2,96,0,5
0.2,64,0,4
0.21,36,0,3
0.21,12,0,2
0.23,-3,0,0
