new iteration,,,,,,,,,,,,
new iteration,,,,,,,,,,,,
5.82,603.79,2,water,10.01,,,,,,,,
6.03,523.73,3,water,10.01,,,,,,,,
6.22,432.61,4,water,20.01,,,,,,,,
6.56,361.8,7,water,30.01,,,,,,,,
6.63,404.94,7,all,1.01,,,,,,,,
6.35,484.59,7,all,1.01,,,,,,,,
6.28,590.45,7,all,1.01,,,,,,,,
5.91,617.32,8,all,1.01,,,,,,,,
5.63,679.26,8,tds up,1.01,,,,,,,,
5.66,742.46,8,tds up,1.01,,,,,,,,
4.54,548.89,10,water,20.01,,,,,,,,
new iteration,,,,,,,,,,,,
5.57,531.22,10,water,5.01,,,,,,,,
5.47,614.6,10,tds up,1.01,,,,,,,,
5.53,603.79,11,tds up,1.01,,,,,,,,
5.57,673.46,11,tds up,1.01,,,,,,,,
5.57,761.34,11,tds up,1.01,,,,,,,,
5.69,723.96,11,tds up,1.01,,,,,,,,
5.66,806.9,11,tds up,1.01,,,,,,,,
new iteration,,,,,,,,,,,,
5.53,685.1,12,water,10.01,,,,,,,,
5.63,650.6,13,water,10.01,,,,,,,,
5.82,639.38,13,water,10.01,,,,,,,,
5.72,720.92,13,tds up,1.01,,,,,,,,
5.72,696.88,13,tds up,1.01,,,,,,,,
5.72,742.46,14,tds up,1.01,,,,,,,,
5.72,790.38,14,tds up,1.01,,,,,,,,
5.75,820.33,14,tds up,1.01,,,,,,,,
